LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC005036,0.44104413697848044,0.3969397232806323,7.53,0.23043331595747604,0.28481169134412,0.023734307612009998,ACORN-U,Std,902,Balanced Users,Shift approximately 0.40 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.53. 902 anomalous readings detected. Inspect high-consumption appliances.
MAC002924,0.4401018212196468,0.3960916390976821,7.51,0.34603628511997236,0.2849991368893492,0.02316588986708096,Affluent,Std,685,Balanced Users,Shift approximately 0.40 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.51. 685 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001968,0.43420724366197183,0.39078651929577457,7.41,0.3077722235834802,0.28603206581045915,0.0221606648199446,Adversity,Std,575,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.41. 575 anomalous readings detected. Inspect high-consumption appliances.
MAC002754,0.4336374017254504,0.3902736615529053,7.4,0.34239147127899233,0.28479868007741854,0.022844813909953358,Affluent,Std,706,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.40. 706 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005424,0.43274098460038984,0.38946688614035085,7.39,0.3332739683641129,0.28612787224964953,0.02340464435911501,ACORN-U,Std,741,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.39. 741 anomalous readings detected. Inspect high-consumption appliances.
MAC001983,0.43157359928,0.388416239352,7.37,0.23007841362484155,0.2849709825895537,0.022413448068841303,Adversity,Std,829,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.37. 829 anomalous readings detected. Inspect high-consumption appliances.
MAC002542,0.4306454215697189,0.387580879412747,7.35,0.10627790734797592,0.2840335549444812,0.021720213025166208,Affluent,Std,909,Peak Hour Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.35. 909 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000090,0.42970354295426455,0.38673318865883805,7.33,0.3389286210709408,0.2843559151699436,0.02226402453165666,Adversity,Std,978,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.33. 978 anomalous readings detected. Inspect high-consumption appliances.
MAC002645,0.4289438427600101,0.38604945848400907,7.32,0.35014807695530287,0.28579078338110686,0.024191262166503923,Affluent,ToU,773,Balanced Users,Shift approximately 0.39 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.32. 773 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001598,0.4229444443665628,0.38064999992990656,7.22,0.32815319414114513,0.28521321165275565,0.02338345620473515,Adversity,Std,845,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.22. 845 anomalous readings detected. Inspect high-consumption appliances.
MAC004324,0.4209139449196475,0.37882255042768276,7.18,0.2378124837613489,0.28634889753566795,0.023346303501945526,Adversity,Std,656,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.18. 656 anomalous readings detected. Inspect high-consumption appliances.
MAC002820,0.42006412206106875,0.3780577098549619,7.17,0.26713653286337163,0.2856369943668247,0.02291461124725502,Affluent,Std,683,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.17. 683 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002511,0.4200618585298197,0.3780556726768377,7.17,0.26293575594891017,0.28533250034707763,0.021657642648896292,Adversity,Std,750,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.17. 750 anomalous readings detected. Inspect high-consumption appliances.
MAC003844,0.4199521381873727,0.37795692436863537,7.17,0.30507515276409647,0.28532608695652173,0.022418478260869564,Affluent,Std,730,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.17. 730 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005116,0.41973794575471696,0.3777641511792453,7.16,0.21177307760616493,0.2864731923266109,0.0235448434169536,Adversity,Std,818,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.16. 818 anomalous readings detected. Inspect high-consumption appliances.
MAC002805,0.4183371385083714,0.3765034246575342,7.14,0.2940745548671724,0.28492081124829405,0.02285206462056051,Affluent,Std,203,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.14. 203 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002068,0.4178918438534279,0.37610265946808513,7.13,0.3552796315847884,0.28547647232909146,0.024859425865640723,Affluent,Std,344,Balanced Users,Shift approximately 0.38 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.13. 344 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002840,0.41640341439857287,0.3747630729587156,7.11,0.34357218440598003,0.2860922508048835,0.02295113321220235,Adversity,Std,867,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.11. 867 anomalous readings detected. Inspect high-consumption appliances.
MAC003851,0.4149183604336043,0.3734265243902439,7.08,0.28075532951896587,0.2848061029879212,0.022377622377622378,Affluent,Std,549,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.08. 549 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001703,0.4143894984064786,0.37295054856583076,7.07,0.307567082727748,0.28542020650895306,0.0235263364266109,Adversity,Std,235,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.07. 235 anomalous readings detected. Inspect high-consumption appliances.
MAC005354,0.41329608351136676,0.37196647516023007,7.05,0.33879975330660633,0.2852933114035088,0.02631578947368421,Affluent,ToU,620,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.05. 620 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004333,0.4122477299185099,0.3710229569266589,7.04,0.32189014133391586,0.2851900393184797,0.023765836609873307,Adversity,Std,929,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £7.04. 929 anomalous readings detected. Inspect high-consumption appliances.
MAC002512,0.409205106716625,0.3682845960449625,6.98,0.3772476474634536,0.285461300739609,0.02166741900760443,Affluent,Std,749,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.98. 749 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001710,0.40882285112683436,0.3679405660141509,6.98,0.3418244779802681,0.2847684289881674,0.02359959356255531,Affluent,Std,734,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.98. 734 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004959,0.408438939656671,0.3675950456910039,6.97,0.23899184543477672,0.2844328467748512,0.023485280926363858,Affluent,Std,937,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.97. 937 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005244,0.4084564392152516,0.3676107952937264,6.97,0.3964341546497769,0.2847243396069518,0.02261828866036533,Affluent,Std,856,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.97. 856 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004515,0.40849750376612565,0.36764775338951305,6.97,0.36764412873724756,0.2848219862585884,0.022459920882781596,ACORN-U,Std,1022,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.97. 1022 anomalous readings detected. Inspect high-consumption appliances.
MAC003708,0.4073239809619238,0.3665915828657314,6.95,0.3488664019557041,0.28478896782281654,0.022064354366903467,Affluent,ToU,835,Balanced Users,Shift approximately 0.37 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.95. 835 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001583,0.4045601348626231,0.3641041213763608,6.9,0.23046399507181534,0.2847971987160782,0.023344032681645754,Adversity,Std,742,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.90. 742 anomalous readings detected. Inspect high-consumption appliances.
MAC004208,0.4034063147256729,0.3630656832531056,6.88,0.2913646015407522,0.28432705379685375,0.023305496212856866,Adversity,Std,769,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.88. 769 anomalous readings detected. Inspect high-consumption appliances.
MAC000386,0.40208635945065174,0.36187772350558656,6.86,0.23939608081178665,0.2850570696482646,0.023759608665269043,Affluent,Std,837,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.86. 837 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002567,0.4004841114461738,0.3604357003015564,6.83,0.25476057137407676,0.28439250060871685,0.019478938397857318,Affluent,Std,831,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.83. 831 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002314,0.39971735887734916,0.3597456229896142,6.82,0.29693156149562205,0.2834998917112713,0.02376164103833421,Affluent,Std,466,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.82. 466 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001594,0.3988042121684867,0.358923790951638,6.81,0.35946490143451953,0.2856678160171752,0.023420727343699172,Adversity,Std,387,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.81. 387 anomalous readings detected. Inspect high-consumption appliances.
MAC003422,0.39915090576606255,0.3592358151894563,6.81,0.391272858294171,0.2827933053013439,0.021766015335147167,Affluent,Std,483,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.81. 483 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003840,0.3986066962461955,0.35874602662157595,6.8,0.22574267943889642,0.28423324306025727,0.022300270819228165,Affluent,Std,497,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.80. 497 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002174,0.3980961900297217,0.35828657102674955,6.79,0.2127727533779445,0.2854777113116361,0.0227111426543648,Adversity,Std,844,Peak Hour Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.79. 844 anomalous readings detected. Inspect high-consumption appliances.
MAC003813,0.3947501690331305,0.3552751521298174,6.74,0.2994038835476775,0.2842880108300195,0.022336915136644386,Adversity,Std,540,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.74. 540 anomalous readings detected. Inspect high-consumption appliances.
MAC000713,0.3947368677466863,0.35526318097201764,6.74,0.24807989680658335,0.28587220192219115,0.02358215371388215,Affluent,Std,962,Balanced Users,Shift approximately 0.36 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.74. 962 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002570,0.3941588495254048,0.3547429645728643,6.73,0.3243141500558737,0.28495599944126276,0.021790752898449506,Affluent,Std,739,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.73. 739 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005315,0.39400672945266935,0.3546060565074024,6.72,0.37478507892595603,0.28551387447041326,0.02289498049998597,Affluent,Std,800,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.72. 800 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005355,0.3935189958616011,0.35416709627544096,6.72,0.4495494455023761,0.2851040959493098,0.02308214528173795,Affluent,Std,1090,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.72. 1090 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002648,0.3928062826352531,0.3535256543717278,6.7,0.2998437625604479,0.2845144166090972,0.02268843398901938,Affluent,Std,874,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.70. 874 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002825,0.3915671833591731,0.3524104650232558,6.68,0.1772905112920949,0.28689160364553035,0.02326934264107039,Adversity,Std,733,Peak Hour Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.68. 733 anomalous readings detected. Inspect high-consumption appliances.
MAC005269,0.3912017408614149,0.3520815667752734,6.68,0.2989500432279311,0.28659540621249757,0.022773575953783036,Affluent,Std,880,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.68. 880 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004180,0.3910331875225109,0.35192986877025983,6.67,0.2933265444176319,0.28410553410553413,0.023166023166023165,Adversity,Std,245,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.67. 245 anomalous readings detected. Inspect high-consumption appliances.
MAC000301,0.39085304896836315,0.35176774407152683,6.67,0.19876014338637993,0.28564874551971325,0.023397849462365592,Affluent,Std,950,Peak Hour Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.67. 950 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005103,0.3910987466562173,0.35198887199059553,6.67,0.3644906851810694,0.283958687410119,0.023532487906915936,Adversity,Std,646,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.67. 646 anomalous readings detected. Inspect high-consumption appliances.
MAC001221,0.39046707506380807,0.3514203675574272,6.66,0.28405068789300647,0.2834753742538862,0.02298190175237001,Affluent,Std,869,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.66. 869 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001899,0.3899375496163006,0.3509437946546705,6.65,0.37233516484509466,0.285979081159804,0.022242817423540315,Adversity,Std,578,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.65. 578 anomalous readings detected. Inspect high-consumption appliances.
MAC005270,0.3888657910972624,0.3499792119875361,6.64,0.26049020314500415,0.2858892290564988,0.022710826607291956,Affluent,Std,1000,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.64. 1000 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001255,0.3885195602659166,0.3496676042393249,6.63,0.2914483419882966,0.28398298852044895,0.02302305503149682,Affluent,Std,626,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.63. 626 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003686,0.3858782928642881,0.34729046357785925,6.59,0.3391242128425443,0.28429614181439,0.022022940563086547,Affluent,Std,665,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.59. 665 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002603,0.3858840582497213,0.34729565242474914,6.59,0.24754541648244358,0.2845287492590397,0.02175808082569127,Affluent,Std,627,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.59. 627 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001715,0.38565674603174604,0.34709107142857143,6.58,0.2372799390589569,0.2857142857142857,0.022108843537414966,Adversity,ToU,108,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.58. 108 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC001528,0.38546414713952887,0.34691773242557594,6.58,0.3031729836039066,0.2840049155940754,0.023284392988810555,Affluent,Std,605,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.58. 605 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003737,0.38463621157965194,0.3461725904216867,6.56,0.21064859324652485,0.28537933344498406,0.022106849773907217,Affluent,Std,692,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.56. 692 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005458,0.3841689071131753,0.34575201640185776,6.56,0.24465435418297454,0.2844911937377691,0.023483365949119372,Adversity,Std,1006,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.56. 1006 anomalous readings detected. Inspect high-consumption appliances.
MAC003676,0.3846660013972056,0.34619940125748505,6.56,0.3079220714012155,0.2837399050870036,0.021979851802514362,Adversity,Std,499,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.56. 499 anomalous readings detected. Inspect high-consumption appliances.
MAC005288,0.38346000904825733,0.3451140081434316,6.54,0.28900399567464863,0.2843331749979044,0.02280030176869988,Adversity,Std,834,Balanced Users,Shift approximately 0.35 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.54. 834 anomalous readings detected. Inspect high-consumption appliances.
MAC004323,0.3825648776286354,0.34430838986577184,6.53,0.2819031581657881,0.28436814852824555,0.024630312077249614,ACORN-U,ToU,699,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.53. 699 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC000023,0.3813940202744215,0.34325461824697934,6.51,0.2987523372761968,0.28521298122486616,0.02213058067160165,ACORN-U,Std,739,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.51. 739 anomalous readings detected. Inspect high-consumption appliances.
MAC002740,0.3809227847848101,0.3428305063063291,6.5,0.443091631303412,0.28407292523896943,0.02278913717794518,Affluent,Std,554,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.50. 554 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002141,0.37990598761853156,0.3419153888566784,6.48,0.254333839402834,0.28502024291497974,0.022672064777327937,Affluent,Std,663,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.48. 663 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002824,0.3788147023067174,0.34093323207604564,6.47,0.2712695895152592,0.286117632129941,0.02284119027980458,Adversity,Std,728,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.47. 728 anomalous readings detected. Inspect high-consumption appliances.
MAC002937,0.3787279978547855,0.3408551980693069,6.46,0.2993627009292081,0.2840967753037134,0.02312695735967237,Affluent,Std,911,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.46. 911 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003553,0.3779160107611549,0.3401244096850394,6.45,0.3608659058096568,0.2837083264903925,0.021678436524880933,Affluent,Std,357,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.45. 357 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005329,0.3771612902097902,0.3394451611888112,6.44,0.272577574045134,0.2843441466854725,0.023018335684062058,Affluent,Std,816,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.44. 816 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001239,0.3754590998210634,0.337913189838957,6.41,0.24079019564146842,0.28399206958301354,0.022895881299565105,Affluent,Std,684,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.41. 684 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004469,0.3744665143064483,0.33701986287580343,6.39,0.601269870137178,0.28563649093690846,0.022404895884656276,Adversity,Std,927,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.39. 927 anomalous readings detected. Inspect high-consumption appliances.
MAC002765,0.37414970837350925,0.33673473753615835,6.39,0.33074050459463744,0.28484848484848485,0.02284626368396002,Affluent,ToU,739,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.39. 739 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002120,0.37343602163978495,0.3360924194758065,6.37,0.38688322131136516,0.2840282447881641,0.022595830531271014,Affluent,Std,544,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.37. 544 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003863,0.3725139172776646,0.3352625255498981,6.36,0.2907361759959229,0.2852713836745095,0.022424190945383504,Affluent,Std,704,Balanced Users,Shift approximately 0.34 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.36. 704 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004209,0.37024686301145665,0.33322217671031096,6.32,0.19602722713159781,0.2865331468149715,0.01965266641645911,Adversity,Std,825,Peak Hour Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.32. 825 anomalous readings detected. Inspect high-consumption appliances.
MAC002249,0.36859606654059507,0.33173645988653555,6.29,0.27585616074931407,0.2830426692737078,0.024220252925037055,Affluent,Std,814,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.29. 814 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004340,0.36740405679645605,0.3306636511168104,6.27,0.30634553932653064,0.2854810495626822,0.02379008746355685,Affluent,Std,743,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.27. 743 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005309,0.36750268792562724,0.3307524191330645,6.27,0.3818439959422727,0.2851618327028163,0.022866750735603195,Affluent,Std,1205,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.27. 1205 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001791,0.36680952389455784,0.33012857150510205,6.26,0.28988010857279695,0.28607918263090676,0.02554278416347382,Adversity,Std,427,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.26. 427 anomalous readings detected. Inspect high-consumption appliances.
MAC005299,0.36661825916312374,0.32995643324681134,6.26,0.3322683384903865,0.2847947160728779,0.022837312137919452,Affluent,Std,294,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.26. 294 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000879,0.36541400790568657,0.3288726071151179,6.24,0.2212987725862218,0.2862390872158354,0.024894113579393206,Adversity,ToU,624,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.24. 624 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002159,0.36565372160194176,0.3290883494417476,6.24,0.16426508582318614,0.2849192161095558,0.022666711640300874,Adversity,Std,580,Peak Hour Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.24. 580 anomalous readings detected. Inspect high-consumption appliances.
MAC003423,0.3652943470110461,0.32876491230994154,6.23,0.3749846297686334,0.2828447119098931,0.021469523848249503,Affluent,Std,573,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.23. 573 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004183,0.3638919131674443,0.32750272185069984,6.21,0.2219605434411879,0.28475554402801195,0.023343275839709507,Adversity,Std,996,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.21. 996 anomalous readings detected. Inspect high-consumption appliances.
MAC001917,0.36287314230360934,0.32658582807324843,6.19,0.27289148701963,0.2863453681868004,0.02232039060683562,Adversity,Std,841,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.19. 841 anomalous readings detected. Inspect high-consumption appliances.
MAC003805,0.3625512820175439,0.32629615381578947,6.19,0.2660374857528811,0.28367596774874415,0.022288826037401326,Affluent,Std,564,Balanced Users,Shift approximately 0.33 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.19. 564 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002563,0.3592648856705621,0.32333839710350587,6.13,0.24511675835480054,0.28406321799067047,0.021722481375757153,Affluent,Std,658,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.13. 658 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
