LCLid,tstp,consumption,predicted
MAC000002,2013-11-08 13:30:00,0.519,0.28473026
MAC000002,2013-11-08 14:00:00,0.503,0.31655905
MAC000002,2013-11-08 14:30:00,0.675,0.32455504
MAC000002,2013-11-08 15:00:00,0.581,0.33457807
MAC000002,2013-11-08 15:30:00,0.56,0.3371095
MAC000002,2013-11-08 16:00:00,0.527,0.37679154
MAC000002,2013-11-08 16:30:00,0.38,0.39150012
MAC000002,2013-11-08 17:00:00,0.18,0.42640427
MAC000002,2013-11-08 17:30:00,0.182,0.4489609
MAC000002,2013-11-08 18:00:00,0.234,0.5337068
MAC000002,2013-11-08 18:30:00,0.281,0.6481848
MAC000002,2013-11-08 19:00:00,0.287,0.62685454
MAC000002,2013-11-08 19:30:00,0.623,0.69541657
MAC000002,2013-11-08 20:00:00,1.024,0.65427905
MAC000002,2013-11-08 20:30:00,1.439,0.72568434
MAC000002,2013-11-08 21:00:00,1.173,0.53274375
MAC000002,2013-11-08 21:30:00,0.736,0.55596447
MAC000002,2013-11-08 22:00:00,0.856,0.61483413
MAC000002,2013-11-08 22:30:00,0.747,0.6108028
MAC000002,2013-11-08 23:00:00,0.847,0.5794633
MAC000002,2013-11-08 23:30:00,1.332,0.55054706
MAC000002,2013-11-09 00:00:00,0.45,0.6386873
MAC000002,2013-11-09 00:30:00,0.315,0.46617717
MAC000002,2013-11-09 01:00:00,0.348,0.42814767
MAC000002,2013-11-09 01:30:00,0.257,0.41473538
MAC000002,2013-11-09 02:00:00,0.181,0.3792786
MAC000002,2013-11-09 02:30:00,0.208,0.3260621
MAC000002,2013-11-09 03:00:00,0.153,0.2304794
MAC000002,2013-11-09 03:30:00,0.208,0.22648534
MAC000002,2013-11-09 04:00:00,0.165,0.11524972
MAC000002,2013-11-09 04:30:00,0.192,0.1466152
MAC000002,2013-11-09 05:00:00,0.189,0.111987345
MAC000002,2013-11-09 05:30:00,0.176,0.14607042
MAC000002,2013-11-09 06:00:00,0.201,0.10918255
MAC000002,2013-11-09 06:30:00,0.162,0.14407662
MAC000002,2013-11-09 07:00:00,0.213,0.14721586
MAC000002,2013-11-09 07:30:00,0.287,0.1718242
MAC000002,2013-11-09 08:00:00,0.285,0.24966846
MAC000002,2013-11-09 08:30:00,0.452,0.2483446
MAC000002,2013-11-09 09:00:00,0.293,0.43106833
MAC000002,2013-11-09 09:30:00,0.196,0.41542888
MAC000002,2013-11-09 10:00:00,0.176,0.4318739
MAC000002,2013-11-09 10:30:00,0.224,0.53012365
MAC000002,2013-11-09 11:00:00,0.533,0.44921136
MAC000002,2013-11-09 11:30:00,0.208,0.44851822
MAC000002,2013-11-09 12:00:00,0.14,0.4556688
MAC000002,2013-11-09 12:30:00,0.209,0.44560912
MAC000002,2013-11-09 13:00:00,0.163,0.44565213
MAC000002,2013-11-09 13:30:00,0.185,0.44441462
MAC000002,2013-11-09 14:00:00,0.169,0.43669143
MAC000002,2013-11-09 14:30:00,0.177,0.57387537
MAC000002,2013-11-09 15:00:00,0.178,0.49821892
MAC000002,2013-11-09 15:30:00,0.168,0.5327756
MAC000002,2013-11-09 16:00:00,0.183,0.60656536
MAC000002,2013-11-09 16:30:00,0.159,0.57378954
MAC000002,2013-11-09 17:00:00,0.19,0.6016847
MAC000002,2013-11-09 17:30:00,0.156,0.43346056
MAC000002,2013-11-09 18:00:00,0.194,0.46091357
MAC000002,2013-11-09 18:30:00,0.181,0.5046944
MAC000002,2013-11-09 19:00:00,0.313,0.50623053
MAC000002,2013-11-09 19:30:00,0.543,0.6494533
MAC000002,2013-11-09 20:00:00,0.229,0.6500056
MAC000002,2013-11-09 20:30:00,0.791,0.67904866
MAC000002,2013-11-09 21:00:00,0.353,0.4251805
MAC000002,2013-11-09 21:30:00,0.292,0.41107
MAC000002,2013-11-09 22:00:00,0.263,0.37622142
MAC000002,2013-11-09 22:30:00,0.306,0.3562349
MAC000002,2013-11-09 23:00:00,0.258,0.30645034
MAC000002,2013-11-09 23:30:00,0.33,0.2547263
MAC000002,2013-11-10 00:00:00,0.29,0.2755725
MAC000002,2013-11-10 00:30:00,0.293,0.23373789
MAC000002,2013-11-10 01:00:00,0.281,0.26479447
MAC000002,2013-11-10 01:30:00,0.273,0.20621042
MAC000002,2013-11-10 02:00:00,0.305,0.1948233
MAC000002,2013-11-10 02:30:00,0.262,0.17375736
MAC000002,2013-11-10 03:00:00,0.203,0.15270318
MAC000002,2013-11-10 03:30:00,0.13,0.15699546
MAC000002,2013-11-10 04:00:00,0.172,0.15462399
MAC000002,2013-11-10 04:30:00,0.145,0.14945546
MAC000002,2013-11-10 05:00:00,0.152,0.16528246
MAC000002,2013-11-10 05:30:00,0.16,0.13562238
MAC000002,2013-11-10 06:00:00,0.132,0.17070112
MAC000002,2013-11-10 06:30:00,0.17,0.12971151
MAC000002,2013-11-10 07:00:00,0.12,0.18799052
MAC000002,2013-11-10 07:30:00,0.169,0.18271361
MAC000002,2013-11-10 08:00:00,0.141,0.21363279
MAC000002,2013-11-10 08:30:00,0.15,0.20255159
MAC000002,2013-11-10 09:00:00,0.16,0.21782203
MAC000002,2013-11-10 09:30:00,0.127,0.19685973
MAC000002,2013-11-10 10:00:00,0.253,0.23336898
MAC000002,2013-11-10 10:30:00,0.227,0.22394913
MAC000002,2013-11-10 11:00:00,0.233,0.22197658
MAC000002,2013-11-10 11:30:00,0.236,0.28322083
MAC000002,2013-11-10 12:00:00,0.417,0.2824015
MAC000002,2013-11-10 12:30:00,0.61,0.28731185
MAC000002,2013-11-10 13:00:00,0.587,0.30666697
MAC000002,2013-11-10 13:30:00,0.6,0.33867058
MAC000002,2013-11-10 14:00:00,1.08,0.3679803
MAC000002,2013-11-10 14:30:00,0.608,0.3823746
MAC000002,2013-11-10 15:00:00,0.153,0.38170207
MAC000002,2013-11-10 15:30:00,0.673,0.3862416
MAC000002,2013-11-10 16:00:00,0.951,0.39901578
MAC000002,2013-11-10 16:30:00,0.937,0.41729972
MAC000002,2013-11-10 17:00:00,0.967,0.44733128
MAC000002,2013-11-10 17:30:00,0.981,0.43049175
MAC000002,2013-11-10 18:00:00,0.926,0.5916665
MAC000002,2013-11-10 18:30:00,0.659,0.5884331
MAC000002,2013-11-10 19:00:00,1.795,0.6060258
MAC000002,2013-11-10 19:30:00,0.931,0.7974038
MAC000002,2013-11-10 20:00:00,0.776,0.54037243
MAC000002,2013-11-10 20:30:00,0.833,0.6228763
MAC000002,2013-11-10 21:00:00,0.941,0.54431975
MAC000002,2013-11-10 21:30:00,1.227,0.5370148
MAC000002,2013-11-10 22:00:00,0.844,0.45272338
MAC000002,2013-11-10 22:30:00,0.89,0.47907197
MAC000002,2013-11-10 23:00:00,0.851,0.3881522
MAC000002,2013-11-10 23:30:00,1.535,0.4330834
MAC000002,2013-11-11 00:00:00,1.793,0.30866015
MAC000002,2013-11-11 00:30:00,1.597,0.315373
MAC000002,2013-11-11 01:00:00,1.54,0.26677126
MAC000002,2013-11-11 01:30:00,1.194,0.2502933
MAC000002,2013-11-11 02:00:00,0.613,0.2500986
MAC000002,2013-11-11 02:30:00,0.153,0.23438132
MAC000002,2013-11-11 03:00:00,0.123,0.199453
MAC000002,2013-11-11 03:30:00,0.088,0.17235577
MAC000002,2013-11-11 04:00:00,0.129,0.1825884
MAC000002,2013-11-11 04:30:00,0.09,0.17694224
MAC000002,2013-11-11 05:00:00,0.114,0.18216853
MAC000002,2013-11-11 05:30:00,0.113,0.18740167
MAC000002,2013-11-11 06:00:00,0.089,0.2106242
MAC000002,2013-11-11 06:30:00,0.126,0.23453617
MAC000002,2013-11-11 07:00:00,0.096,0.2488172
MAC000002,2013-11-11 07:30:00,0.119,0.2784657
MAC000002,2013-11-11 08:00:00,0.103,0.33739382
MAC000002,2013-11-11 08:30:00,0.63,0.37195024
MAC000002,2013-11-11 09:00:00,0.971,0.38357097
MAC000002,2013-11-11 09:30:00,0.954,0.539538
MAC000002,2013-11-11 10:00:00,0.157,0.44454584
MAC000002,2013-11-11 10:30:00,0.096,0.43560404
MAC000002,2013-11-11 11:00:00,0.103,0.4849802
MAC000002,2013-11-11 11:30:00,0.119,0.4624008
MAC000002,2013-11-11 12:00:00,0.08,0.51392555
MAC000002,2013-11-11 12:30:00,0.449,0.48539463
MAC000002,2013-11-11 13:00:00,0.877,0.5858997
MAC000002,2013-11-11 13:30:00,0.371,0.5361516
MAC000002,2013-11-11 14:00:00,0.157,0.48445415
MAC000002,2013-11-11 14:30:00,0.086,0.49134716
MAC000002,2013-11-11 15:00:00,0.145,0.47593796
MAC000002,2013-11-11 15:30:00,0.109,0.45258895
MAC000002,2013-11-11 16:00:00,0.121,0.5216973
MAC000002,2013-11-11 16:30:00,0.122,0.5089889
MAC000002,2013-11-11 17:00:00,0.111,0.6270526
MAC000002,2013-11-11 17:30:00,0.324,0.6991904
MAC000002,2013-11-11 18:00:00,0.538,0.74511856
MAC000002,2013-11-11 18:30:00,1.1799999,0.723905
MAC000002,2013-11-11 19:00:00,1.392,0.9000193
MAC000002,2013-11-11 19:30:00,2.095,0.9996366
MAC000002,2013-11-11 20:00:00,1.179,1.0397385
MAC000002,2013-11-11 20:30:00,0.703,0.80133766
MAC000002,2013-11-11 21:00:00,1.243,0.7559975
MAC000002,2013-11-11 21:30:00,1.392,0.7851885
MAC000002,2013-11-11 22:00:00,1.0369999,0.68477345
MAC000002,2013-11-11 22:30:00,1.275,0.68142617
MAC000002,2013-11-11 23:00:00,1.441,0.575925
MAC000002,2013-11-11 23:30:00,1.122,0.6247672
MAC000002,2013-11-12 00:00:00,0.802,0.7832479
MAC000002,2013-11-12 00:30:00,0.694,0.69729936
MAC000002,2013-11-12 01:00:00,0.577,0.7230215
MAC000002,2013-11-12 01:30:00,0.261,0.45407593
MAC000002,2013-11-12 02:00:00,0.276,0.33735985
MAC000002,2013-11-12 02:30:00,0.179,0.1432652
MAC000002,2013-11-12 03:00:00,0.093,0.12195485
MAC000002,2013-11-12 03:30:00,0.133,0.10530936
MAC000002,2013-11-12 04:00:00,0.085,0.12324827
MAC000002,2013-11-12 04:30:00,0.123,0.10871176
MAC000002,2013-11-12 05:00:00,0.108,0.1258641
MAC000002,2013-11-12 05:30:00,0.098,0.13000725
MAC000002,2013-11-12 06:00:00,0.128,0.13832296
MAC000002,2013-11-12 06:30:00,0.076,0.16927004
MAC000002,2013-11-12 07:00:00,0.128,0.18371052
MAC000002,2013-11-12 07:30:00,0.424,0.2109261
MAC000002,2013-11-12 08:00:00,0.36,0.28602013
MAC000002,2013-11-12 08:30:00,0.334,0.4535571
MAC000002,2013-11-12 09:00:00,0.226,0.69002616
MAC000002,2013-11-12 09:30:00,0.266,0.6484705
MAC000002,2013-11-12 10:00:00,0.21,0.47287595
MAC000002,2013-11-12 10:30:00,0.774,0.48315012
MAC000002,2013-11-12 11:00:00,1.163,0.4892794
MAC000002,2013-11-12 11:30:00,0.794,0.4057015
MAC000002,2013-11-12 12:00:00,0.72,0.4950692
MAC000002,2013-11-12 12:30:00,0.763,0.5561096
MAC000002,2013-11-12 13:00:00,1.1390001,0.61182827
MAC000002,2013-11-12 13:30:00,0.817,0.5748447
MAC000002,2013-11-12 14:00:00,0.772,0.5339519
MAC000002,2013-11-12 14:30:00,0.168,0.44191542
MAC000002,2013-11-12 15:00:00,0.134,0.40075594
MAC000002,2013-11-12 15:30:00,0.079,0.4020123
MAC000002,2013-11-12 16:00:00,0.129,0.41727638
MAC000002,2013-11-12 16:30:00,0.096,0.43253514
MAC000002,2013-11-12 17:00:00,0.134,0.48999608
MAC000002,2013-11-12 17:30:00,0.268,0.616804
MAC000002,2013-11-12 18:00:00,0.259,0.75527674
MAC000002,2013-11-12 18:30:00,0.284,1.003393
MAC000002,2013-11-12 19:00:00,0.262,1.2128053
MAC000002,2013-11-12 19:30:00,0.796,1.0200741
MAC000002,2013-11-12 20:00:00,1.306,0.98660207
MAC000002,2013-11-12 20:30:00,0.226,0.9276384
MAC000002,2013-11-12 21:00:00,0.258,0.92881554
MAC000002,2013-11-12 21:30:00,0.264,0.91368145
MAC000002,2013-11-12 22:00:00,0.252,0.84729636
MAC000002,2013-11-12 22:30:00,0.29,0.8275539
MAC000002,2013-11-12 23:00:00,0.246,0.752352
MAC000002,2013-11-12 23:30:00,0.285,0.64765835
MAC000002,2013-11-13 00:00:00,0.239,0.4361925
MAC000002,2013-11-13 00:30:00,0.233,0.44683295
MAC000002,2013-11-13 01:00:00,0.265,0.36474296
MAC000002,2013-11-13 01:30:00,0.192,0.24638103
MAC000002,2013-11-13 02:00:00,0.154,0.19954757
MAC000002,2013-11-13 02:30:00,0.103,0.15496285
MAC000002,2013-11-13 03:00:00,0.103,0.10483552
MAC000002,2013-11-13 03:30:00,0.124,0.1217438
MAC000002,2013-11-13 04:00:00,0.078,0.109529644
MAC000002,2013-11-13 04:30:00,0.126,0.11035846
MAC000002,2013-11-13 05:00:00,0.094,0.12861808
MAC000002,2013-11-13 05:30:00,0.104,0.10334063
MAC000002,2013-11-13 06:00:00,0.118,0.1505745
MAC000002,2013-11-13 06:30:00,0.081,0.109629534
MAC000002,2013-11-13 07:00:00,0.123,0.17666149
MAC000002,2013-11-13 07:30:00,0.087,0.31131095
MAC000002,2013-11-13 08:00:00,0.111,0.30467057
MAC000002,2013-11-13 08:30:00,0.109,0.30851603
MAC000002,2013-11-13 09:00:00,0.13,0.26051775
MAC000002,2013-11-13 09:30:00,0.292,0.3878277
MAC000002,2013-11-13 10:00:00,0.461,0.36648273
MAC000002,2013-11-13 10:30:00,0.52,0.38090658
MAC000002,2013-11-13 11:00:00,0.343,0.3786606
MAC000002,2013-11-13 11:30:00,0.634,0.27698493
MAC000002,2013-11-13 12:00:00,0.584,0.41075346
MAC000002,2013-11-13 12:30:00,0.475,0.3764528
MAC000002,2013-11-13 13:00:00,0.294,0.36097875
MAC000002,2013-11-13 13:30:00,0.325,0.24311335
MAC000002,2013-11-13 14:00:00,0.167,0.23574094
MAC000002,2013-11-13 14:30:00,0.125,0.20760211
MAC000002,2013-11-13 15:00:00,0.089,0.2032248
MAC000002,2013-11-13 15:30:00,0.11,0.18859565
MAC000002,2013-11-13 16:00:00,0.11,0.22897626
MAC000002,2013-11-13 16:30:00,0.086,0.22987993
MAC000002,2013-11-13 17:00:00,0.128,0.25914082
MAC000002,2013-11-13 17:30:00,0.227,0.34122485
MAC000002,2013-11-13 18:00:00,0.246,0.37055168
MAC000002,2013-11-13 18:30:00,0.6,0.41463262
MAC000002,2013-11-13 19:00:00,0.605,0.50878024
MAC000002,2013-11-13 19:30:00,0.738,0.5839774
MAC000002,2013-11-13 20:00:00,0.729,0.3999547
MAC000002,2013-11-13 20:30:00,0.249,0.33878866
MAC000002,2013-11-13 21:00:00,0.278,0.32156932
MAC000002,2013-11-13 21:30:00,0.243,0.35900503
MAC000002,2013-11-13 22:00:00,0.266,0.30676877
MAC000002,2013-11-13 22:30:00,0.265,0.32705227
MAC000002,2013-11-13 23:00:00,0.246,0.28782883
MAC000002,2013-11-13 23:30:00,0.261,0.30868024
MAC000002,2013-11-14 00:00:00,0.209,0.25289086
MAC000002,2013-11-14 00:30:00,0.246,0.2408093
MAC000002,2013-11-14 01:00:00,0.234,0.24881798
MAC000002,2013-11-14 01:30:00,0.225,0.20428446
MAC000002,2013-11-14 02:00:00,0.156,0.18496495
MAC000002,2013-11-14 02:30:00,0.079,0.148612
MAC000002,2013-11-14 03:00:00,0.127,0.14937013
MAC000002,2013-11-14 03:30:00,0.097,0.114942886
MAC000002,2013-11-14 04:00:00,0.104,0.1086008
MAC000002,2013-11-14 04:30:00,0.119,0.11645505
MAC000002,2013-11-14 05:00:00,0.08,0.10816867
MAC000002,2013-11-14 05:30:00,0.124,0.11430448
MAC000002,2013-11-14 06:00:00,0.087,0.12455354
MAC000002,2013-11-14 06:30:00,0.111,0.1221716
MAC000002,2013-11-14 07:00:00,0.119,0.14201285
MAC000002,2013-11-14 07:30:00,0.193,0.14790493
MAC000002,2013-11-14 08:00:00,0.153,0.16126752
MAC000002,2013-11-14 08:30:00,0.116,0.17427288
MAC000002,2013-11-14 09:00:00,0.148,0.18973629
MAC000002,2013-11-14 09:30:00,0.723,0.24741158
MAC000002,2013-11-14 10:00:00,0.519,0.251823
MAC000002,2013-11-14 10:30:00,0.501,0.34646833
MAC000002,2013-11-14 11:00:00,0.537,0.24026798
MAC000002,2013-11-14 11:30:00,0.952,0.3502056
MAC000002,2013-11-14 12:00:00,0.447,0.3230548
MAC000002,2013-11-14 12:30:00,0.116,0.23848094
MAC000002,2013-11-14 13:00:00,0.086,0.24241112
MAC000002,2013-11-14 13:30:00,0.126,0.23393972
MAC000002,2013-11-14 14:00:00,0.076,0.2110635
MAC000002,2013-11-14 14:30:00,0.124,0.19972703
MAC000002,2013-11-14 15:00:00,0.088,0.19594306
MAC000002,2013-11-14 15:30:00,0.112,0.19961466
MAC000002,2013-11-14 16:00:00,0.103,0.22565953
MAC000002,2013-11-14 16:30:00,0.092,0.22588556
MAC000002,2013-11-14 17:00:00,0.119,0.25890025
MAC000002,2013-11-14 17:30:00,0.089,0.29518425
MAC000002,2013-11-14 18:00:00,0.293,0.34788895
MAC000002,2013-11-14 18:30:00,0.213,0.5175153
MAC000002,2013-11-14 19:00:00,0.263,0.4983087
MAC000002,2013-11-14 19:30:00,0.566,0.5102317
MAC000002,2013-11-14 20:00:00,1.273,0.5121443
MAC000002,2013-11-14 20:30:00,0.397,0.3949134
MAC000002,2013-11-14 21:00:00,0.255,0.3641701
MAC000002,2013-11-14 21:30:00,0.295,0.36981958
MAC000002,2013-11-14 22:00:00,0.275,0.40071207
MAC000002,2013-11-14 22:30:00,0.274,0.40071207
MAC000002,2013-11-14 23:00:00,0.304,0.35192317
MAC000002,2013-11-14 23:30:00,0.257,0.3510464
MAC000002,2013-11-15 00:00:00,0.303,0.48331147
MAC000002,2013-11-15 00:30:00,0.234,0.38429898
MAC000002,2013-11-15 01:00:00,0.262,0.31430757
MAC000002,2013-11-15 01:30:00,0.262,0.34161878
MAC000002,2013-11-15 02:00:00,0.234,0.28067896
MAC000002,2013-11-15 02:30:00,0.27,0.19953766
MAC000002,2013-11-15 03:00:00,0.195,0.18590678
MAC000002,2013-11-15 03:30:00,0.17,0.16960691
MAC000002,2013-11-15 04:00:00,0.132,0.11279949
MAC000002,2013-11-15 04:30:00,0.128,0.12916414
MAC000002,2013-11-15 05:00:00,0.133,0.092059225
MAC000002,2013-11-15 05:30:00,0.095,0.13245456
MAC000002,2013-11-15 06:00:00,0.133,0.1083761
MAC000002,2013-11-15 06:30:00,0.098,0.13084732
MAC000002,2013-11-15 07:00:00,0.126,0.15446362
MAC000002,2013-11-15 07:30:00,0.117,0.19096777
MAC000002,2013-11-15 08:00:00,0.107,0.20529167
MAC000002,2013-11-15 08:30:00,0.136,0.17009768
MAC000002,2013-11-15 09:00:00,0.131,0.30871224
MAC000002,2013-11-15 09:30:00,0.154,0.3704336
MAC000002,2013-11-15 10:00:00,0.397,0.3942112
MAC000002,2013-11-15 10:30:00,0.118,0.344215
MAC000002,2013-11-15 11:00:00,0.096,0.33273774
MAC000002,2013-11-15 11:30:00,0.099,0.31725773
MAC000002,2013-11-15 12:00:00,0.114,0.3049449
MAC000002,2013-11-15 12:30:00,0.081,0.24327092
MAC000002,2013-11-15 13:00:00,0.126,0.24237862
MAC000002,2013-11-15 13:30:00,0.087,0.25301635
MAC000002,2013-11-15 14:00:00,0.746,0.249507
MAC000002,2013-11-15 14:30:00,0.228,0.26246023
MAC000002,2013-11-15 15:00:00,1.073,0.28299814
MAC000002,2013-11-15 15:30:00,1.12,0.30275336
MAC000002,2013-11-15 16:00:00,1.101,0.3455918
MAC000002,2013-11-15 16:30:00,0.202,0.3146409
MAC000002,2013-11-15 17:00:00,0.106,0.32042745
MAC000002,2013-11-15 17:30:00,0.181,0.3203761
MAC000002,2013-11-15 18:00:00,0.279,0.42093715
MAC000002,2013-11-15 18:30:00,0.557,0.41648954
MAC000002,2013-11-15 19:00:00,0.475,0.43262976
MAC000002,2013-11-15 19:30:00,0.303,0.6032212
MAC000002,2013-11-15 20:00:00,1.003,0.6400079
MAC000002,2013-11-15 20:30:00,0.239,0.5519615
MAC000002,2013-11-15 21:00:00,0.289,0.48848674
MAC000002,2013-11-15 21:30:00,0.253,0.46487942
MAC000002,2013-11-15 22:00:00,0.275,0.4253351
MAC000002,2013-11-15 22:30:00,0.269,0.4146975
MAC000002,2013-11-15 23:00:00,0.254,0.41956252
MAC000002,2013-11-15 23:30:00,0.289,0.4327876
MAC000002,2013-11-16 00:00:00,0.234,0.32782647
MAC000002,2013-11-16 00:30:00,0.262,0.2924998
MAC000002,2013-11-16 01:00:00,0.242,0.28111827
MAC000002,2013-11-16 01:30:00,0.144,0.260542
MAC000002,2013-11-16 02:00:00,0.114,0.19884321
MAC000002,2013-11-16 02:30:00,0.089,0.22978204
MAC000002,2013-11-16 03:00:00,0.125,0.16797309
MAC000002,2013-11-16 03:30:00,0.076,0.18049902
MAC000002,2013-11-16 04:00:00,0.125,0.14487201
MAC000002,2013-11-16 04:30:00,0.094,0.15591031
MAC000002,2013-11-16 05:00:00,0.104,0.1585692
MAC000002,2013-11-16 05:30:00,0.111,0.1344273
MAC000002,2013-11-16 06:00:00,0.085,0.17890567
MAC000002,2013-11-16 06:30:00,0.121,0.13401656
MAC000002,2013-11-16 07:00:00,0.075,0.2045469
MAC000002,2013-11-16 07:30:00,0.12,0.22246288
MAC000002,2013-11-16 08:00:00,0.087,0.25785428
MAC000002,2013-11-16 08:30:00,0.155,0.29868552
MAC000002,2013-11-16 09:00:00,0.115,0.302569
MAC000002,2013-11-16 09:30:00,0.417,0.2781582
MAC000002,2013-11-16 10:00:00,0.123,0.31722152
MAC000002,2013-11-16 10:30:00,0.088,0.30127016
MAC000002,2013-11-16 11:00:00,0.12,0.35958794
MAC000002,2013-11-16 11:30:00,0.081,0.30732703
MAC000002,2013-11-16 12:00:00,0.199,0.2825074
MAC000002,2013-11-16 12:30:00,0.163,0.30809593
MAC000002,2013-11-16 13:00:00,0.093,0.28948498
MAC000002,2013-11-16 13:30:00,0.111,0.29893318
MAC000002,2013-11-16 14:00:00,0.094,0.28412288
MAC000002,2013-11-16 14:30:00,0.116,0.29059923
MAC000002,2013-11-16 15:00:00,0.084,0.26757318
MAC000002,2013-11-16 15:30:00,0.122,0.2480764
MAC000002,2013-11-16 16:00:00,0.074,0.23501334
MAC000002,2013-11-16 16:30:00,0.12,0.22623642
MAC000002,2013-11-16 17:00:00,0.25,0.2522712
MAC000002,2013-11-16 17:30:00,0.313,0.2620615
MAC000002,2013-11-16 18:00:00,0.246,0.29891655
MAC000002,2013-11-16 18:30:00,0.281,0.28306493
MAC000002,2013-11-16 19:00:00,0.678,0.33772397
MAC000002,2013-11-16 19:30:00,0.623,0.37161103
MAC000002,2013-11-16 20:00:00,1.143,0.32794443
MAC000002,2013-11-16 20:30:00,0.369,0.36814877
MAC000002,2013-11-16 21:00:00,0.238,0.31933108
MAC000002,2013-11-16 21:30:00,0.288,0.30205077
MAC000002,2013-11-16 22:00:00,0.241,0.27817798
MAC000002,2013-11-16 22:30:00,0.29,0.29292715
MAC000002,2013-11-16 23:00:00,0.246,0.26141813
MAC000002,2013-11-16 23:30:00,0.254,0.28981778
MAC000002,2013-11-17 00:00:00,0.236,0.24117324
MAC000002,2013-11-17 00:30:00,0.234,0.25605464
MAC000002,2013-11-17 01:00:00,0.253,0.23226196
MAC000002,2013-11-17 01:30:00,0.221,0.18986753
MAC000002,2013-11-17 02:00:00,0.265,0.17443031
MAC000002,2013-11-17 02:30:00,0.214,0.14797014
MAC000002,2013-11-17 03:00:00,0.148,0.15451446
MAC000002,2013-11-17 03:30:00,0.103,0.103288285
MAC000002,2013-11-17 04:00:00,0.109,0.13757849
MAC000002,2013-11-17 04:30:00,0.117,0.11650483
MAC000002,2013-11-17 05:00:00,0.089,0.1255295
MAC000002,2013-11-17 05:30:00,0.127,0.12797949
MAC000002,2013-11-17 06:00:00,0.076,0.12045481
MAC000002,2013-11-17 06:30:00,0.125,0.15347828
MAC000002,2013-11-17 07:00:00,0.088,0.12351845
MAC000002,2013-11-17 07:30:00,0.112,0.16722359
MAC000002,2013-11-17 08:00:00,0.105,0.17564434
MAC000002,2013-11-17 08:30:00,0.095,0.19318697
MAC000002,2013-11-17 09:00:00,0.123,0.21505749
MAC000002,2013-11-17 09:30:00,0.076,0.23540962
MAC000002,2013-11-17 10:00:00,0.169,0.24730305
MAC000002,2013-11-17 10:30:00,0.096,0.2394157
MAC000002,2013-11-17 11:00:00,0.177,0.24846348
MAC000002,2013-11-17 11:30:00,0.36,0.25003207
MAC000002,2013-11-17 12:00:00,0.209,0.2990725
MAC000002,2013-11-17 12:30:00,0.55,0.31884205
MAC000002,2013-11-17 13:00:00,0.522,0.32457876
MAC000002,2013-11-17 13:30:00,0.529,0.33012462
MAC000002,2013-11-17 14:00:00,0.487,0.36918798
MAC000002,2013-11-17 14:30:00,0.428,0.33842123
MAC000002,2013-11-17 15:00:00,0.164,0.27181533
MAC000002,2013-11-17 15:30:00,0.136,0.3442748
MAC000002,2013-11-17 16:00:00,0.169,0.38781413
MAC000002,2013-11-17 16:30:00,0.119,0.38724366
MAC000002,2013-11-17 17:00:00,0.167,0.4422879
MAC000002,2013-11-17 17:30:00,0.134,0.44446623
MAC000002,2013-11-17 18:00:00,0.154,0.44585785
MAC000002,2013-11-17 18:30:00,0.151,0.43925476
MAC000002,2013-11-17 19:00:00,0.136,0.5018758
MAC000002,2013-11-17 19:30:00,0.167,0.46547344
MAC000002,2013-11-17 20:00:00,0.12,0.34798723
MAC000002,2013-11-17 20:30:00,0.167,0.3357352
MAC000002,2013-11-17 21:00:00,0.127,0.29837495
MAC000002,2013-11-17 21:30:00,0.161,0.29533732
MAC000002,2013-11-17 22:00:00,0.144,0.29105002
MAC000002,2013-11-17 22:30:00,0.146,0.29694802
MAC000002,2013-11-17 23:00:00,0.16,0.26478606
MAC000002,2013-11-17 23:30:00,0.129,0.25664508
MAC000002,2013-11-18 00:00:00,0.171,0.2887126
MAC000002,2013-11-18 00:30:00,0.245,0.27676296
MAC000002,2013-11-18 01:00:00,0.284,0.2253559
MAC000002,2013-11-18 01:30:00,0.219,0.20248255
MAC000002,2013-11-18 02:00:00,0.255,0.22377984
MAC000002,2013-11-18 02:30:00,0.231,0.1627552
MAC000002,2013-11-18 03:00:00,0.117,0.12840305
MAC000002,2013-11-18 03:30:00,0.119,0.09961156
MAC000002,2013-11-18 04:00:00,0.085,0.11224264
MAC000002,2013-11-18 04:30:00,0.127,0.103348896
MAC000002,2013-11-18 05:00:00,0.075,0.102451734
MAC000002,2013-11-18 05:30:00,0.125,0.116993405
MAC000002,2013-11-18 06:00:00,0.089,0.10248385
MAC000002,2013-11-18 06:30:00,0.109,0.13498476
MAC000002,2013-11-18 07:00:00,0.105,0.1237569
MAC000002,2013-11-18 07:30:00,0.093,0.14467725
MAC000002,2013-11-18 08:00:00,0.121,0.1459694
MAC000002,2013-11-18 08:30:00,0.121,0.2296712
MAC000002,2013-11-18 09:00:00,0.446,0.25423604
MAC000002,2013-11-18 09:30:00,0.117,0.24471913
MAC000002,2013-11-18 10:00:00,0.253,0.1933054
MAC000002,2013-11-18 10:30:00,0.105,0.15644571
MAC000002,2013-11-18 11:00:00,0.104,0.17696382
MAC000002,2013-11-18 11:30:00,0.119,0.1804218
MAC000002,2013-11-18 12:00:00,0.089,0.16786379
MAC000002,2013-11-18 12:30:00,0.557,0.2548011
MAC000002,2013-11-18 13:00:00,0.336,0.25931865
MAC000002,2013-11-18 13:30:00,0.333,0.2211894
MAC000002,2013-11-18 14:00:00,0.084,0.1567662
